participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.payable_round,player.payoff_for_trade,player.hl_switch_point,player.hl_draw_row,player.hl_draw_option,player.hl_draw_random,player.savings_interest,player.inflation_effect,player.bid_price_definition,player.mortgage_comparison,player.asset_fluctuations,player.investment_risk,player.long_term_returns,player.stock_mutual_fund_loss,player.bid_ask_spread,player.mutual_fund_statements,player.bond_investment,player.credit_card_payment,player.num_quiz_questions,player.num_correct_answers,player.payoff_for_quiz,player.payoff_for_quiz_expected,player.gender,player.age,player.nationality,player.education,player.study_major,player.course_financial,player.experiment_before,player.trading_experience,player.online_trading_experience,player.trading_frequency,player.portfolio_frequency,player.asset_class,player.use_leverage,player.purpose,player.difficulty,player.pilot_difficulty,player.pilot_instruction_clarity,player.pilot_unclear_open,player.pilot_payoff_understanding,player.pilot_interface_clarity,player.pilot_tech_issues,player.pilot_tech_issues_desc,player.pilot_flow_unsure_steps,player.pilot_one_change,player.pilot_surprises_mismatch,player.pilot_missing_info,player.pilot_confusing_wording,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
186,wwq9jh56,,0,0,51,,,,0,,,0.0,186,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
187,rf113wla,,0,0,51,,,,0,,,0.0,187,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
188,7c5hd259,,0,0,51,,,,0,,,0.0,188,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
189,9ipk5yx6,,0,0,51,,,,0,,,0.0,189,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
190,ud5gt1r1,,0,0,51,,,,0,,,0.0,190,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
191,hu5hnhwi,,0,0,51,,,,0,,,0.0,191,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
192,fljw0g3r,,0,0,51,,,,0,,,0.0,192,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
193,d8jb782p,,0,0,51,,,,0,,,0.0,193,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
194,th15gsj3,,0,0,51,,,,0,,,0.0,194,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
195,b4abt4d2,,0,0,51,,,,0,,,0.0,195,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
196,mgbaz11c,,0,0,51,,,,0,,,0.0,196,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
197,4k58nzo4,,0,0,51,,,,0,,,0.0,197,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
198,lre4jukv,,0,0,51,,,,0,,,0.0,198,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
199,x8mi934k,,0,0,51,,,,0,,,0.0,199,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
200,u9wmxovs,,0,0,51,,,,0,,,0.0,200,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
201,mo9ajgnb,,0,0,51,,,,0,,,0.0,201,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
202,rokbrag5,,0,0,51,,,,0,,,0.0,202,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
203,d9r2ddc6,,0,0,51,,,,0,,,0.0,203,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
204,pg14ynx8,,0,0,51,,,,0,,,0.0,204,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
205,qplhefqz,,0,0,51,,,,0,,,0.0,205,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
206,kr00jji0,,0,0,51,,,,0,,,0.0,206,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
207,3j6nae4d,,0,0,51,,,,0,,,0.0,207,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
208,6uptz9rw,,0,0,51,,,,0,,,0.0,208,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
209,gosz35ee,,0,0,51,,,,0,,,0.0,209,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
210,r4d6q527,,0,0,51,,,,0,,,0.0,210,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
211,0gq9krp6,,0,0,51,,,,0,,,0.0,211,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
212,6zbvxh8z,,0,0,51,,,,0,,,0.0,212,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
213,5i0fkqll,,0,0,51,,,,0,,,0.0,213,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
214,kwyz6dlo,,0,0,51,,,,0,,,0.0,214,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
215,vbeyq2u9,,0,0,51,,,,0,,,0.0,215,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
216,kky22ljs,,0,0,51,,,,0,,,0.0,216,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
217,nwehptih,,0,0,51,,,,0,,,0.0,217,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
218,zu0rxtqg,,0,0,51,,,,0,,,0.0,218,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
219,ofmkfuii,,0,0,51,,,,0,,,0.0,219,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
220,cs434ggj,,0,0,51,,,,0,,,0.0,220,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
221,plm72jq5,,0,0,51,,,,0,,,0.0,221,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
222,az8ahe9f,,0,0,51,,,,0,,,0.0,222,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
223,mfl6drjc,,0,0,51,,,,0,,,0.0,223,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
224,36vr14dq,,0,0,51,,,,0,,,0.0,224,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
225,c4gasw5v,,0,0,51,,,,0,,,0.0,225,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
226,wztopl4d,,0,0,51,,,,0,,,0.0,226,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
227,es3n6gin,,0,0,51,,,,0,,,0.0,227,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
228,fxwdpfzt,,0,0,51,,,,0,,,0.0,228,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
229,rvini76r,,0,0,51,,,,0,,,0.0,229,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
230,i5wijqdb,,0,0,51,,,,0,,,0.0,230,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
231,wuyyu1iw,,0,0,51,,,,0,,,0.0,231,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
232,mxb2r6bz,,0,0,51,,,,0,,,0.0,232,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
233,kt2678mm,,0,0,51,,,,0,,,0.0,233,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
234,0pefpqaj,,0,0,51,,,,0,,,0.0,234,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
235,dcewsmte,,0,0,51,,,,0,,,0.0,235,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
236,3mlci048,,0,0,51,,,,0,,,0.0,236,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
237,b693zpzp,,0,0,51,,,,0,,,0.0,237,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
238,bygvq5lp,,0,0,51,,,,0,,,0.0,238,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
239,0u2b05vb,,0,0,51,,,,0,,,0.0,239,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
240,n1910r50,,0,0,51,,,,0,,,0.0,240,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
241,3pps4as4,,0,0,51,,,,0,,,0.0,241,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
242,janqo2gx,,0,0,51,,,,0,,,0.0,242,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
243,eihel04u,,0,0,51,,,,0,,,0.0,243,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
244,z37x5kyo,,0,0,51,,,,0,,,0.0,244,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
245,dp6foypf,,0,0,51,,,,0,,,0.0,245,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
246,s00eet6a,,0,0,51,,,,0,,,0.0,246,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
247,y18xtul2,,0,0,51,,,,0,,,0.0,247,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
248,ybe7ktoo,,0,0,51,,,,0,,,0.0,248,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
249,wjxvbno6,,0,0,51,,,,0,,,0.0,249,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
250,i6tdpw7z,,0,0,51,,,,0,,,0.0,250,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
251,frcyhh1r,,0,0,51,,,,0,,,0.0,251,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
252,5bdc6j6g,,0,0,51,,,,0,,,0.0,252,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
253,lz60um56,,0,0,51,,,,0,,,0.0,253,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
254,92bed6l2,,0,0,51,,,,0,,,0.0,254,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
255,uukew8xi,,0,0,51,,,,0,,,0.0,255,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
256,mtn6v9vm,,0,0,51,,,,0,,,0.0,256,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
257,4etyzy1o,,0,0,51,,,,0,,,0.0,257,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
258,936zrwu6,,0,0,51,,,,0,,,0.0,258,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
259,9d5cugya,,0,0,51,,,,0,,,0.0,259,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
260,xlz2o5zh,,0,0,51,,,,0,,,0.0,260,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
261,i5q4s4gt,,0,0,51,,,,0,,,0.0,261,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
262,0mvlaqay,,0,0,51,,,,0,,,0.0,262,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
263,vm81dptn,,0,0,51,,,,0,,,0.0,263,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
264,d9hhmm2g,,0,0,51,,,,0,,,0.0,264,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
265,mc8qzjml,,0,0,51,,,,0,,,0.0,265,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
266,tg4anugg,,0,0,51,,,,0,,,0.0,266,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
267,s1savqwm,,0,0,51,,,,0,,,0.0,267,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
268,6hw9819a,,0,0,51,,,,0,,,0.0,268,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
269,1xjdm4yg,,0,0,51,,,,0,,,0.0,269,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
270,tt6wirdw,,0,0,51,,,,0,,,0.0,270,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
271,hnru9acc,,0,0,51,,,,0,,,0.0,271,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
272,e6bzr0a6,,0,0,51,,,,0,,,0.0,272,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
273,tn3aolsw,,0,0,51,,,,0,,,0.0,273,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
274,6gits0nv,,0,0,51,,,,0,,,0.0,274,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
275,3m4fs8rt,,0,0,51,,,,0,,,0.0,275,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
276,9xh7ajk3,,0,0,51,,,,0,,,0.0,276,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
277,mv8s4pjd,,0,0,51,,,,0,,,0.0,277,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
278,0lbj8a0w,,0,0,51,,,,0,,,0.0,278,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
279,3yq0f32e,,0,0,51,,,,0,,,0.0,279,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
280,rhcafqgo,,0,0,51,,,,0,,,0.0,280,,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
281,82cagtr7,,0,0,51,,,,0,,,0.0,281,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
282,szeyuf3y,,0,0,51,,,,0,,,0.0,282,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
283,5lz6ifb4,,0,0,51,,,,0,,,0.0,283,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
284,hewhkdzp,,0,0,51,,,,0,,,0.0,284,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
285,cr8epsty,,0,0,51,,,,0,,,0.0,285,,0.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
286,x2f8c6qf,,0,0,51,,,,0,,,0.0,286,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
287,rptyh8x8,,0,0,51,,,,0,,,0.0,287,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
288,0jnvguv6,,0,0,51,,,,0,,,0.0,288,,0.0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
289,fv2z5weg,,0,0,51,,,,0,,,0.0,289,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
290,it4aabtf,,0,0,51,,,,0,,,0.0,290,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
291,5au6gkax,,0,0,51,,,,0,,,0.0,291,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
292,geb51jtj,,0,0,51,,,,0,,,0.0,292,,0.0,14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
293,oyrz0xue,,0,0,51,,,,0,,,0.0,293,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
294,yl5geoia,,0,0,51,,,,0,,,0.0,294,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
295,3wem7jjm,,0,0,51,,,,0,,,0.0,295,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
296,gj0su5pu,,0,0,51,,,,0,,,0.0,296,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
297,o88oq9ir,,0,0,51,,,,0,,,0.0,297,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
298,tgtgllfu,,0,0,51,,,,0,,,0.0,298,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
299,tak8o1tl,,0,0,51,,,,0,,,0.0,299,,0.0,13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
300,1675xbtb,,0,0,51,,,,0,,,0.0,300,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
301,vb22cx5l,,0,0,51,,,,0,,,0.0,301,,0.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
302,pduc7vfj,,0,0,51,,,,0,,,0.0,302,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
303,smqwtj3o,,0,0,51,,,,0,,,0.0,303,,0.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
304,y701qjjo,,0,0,51,,,,0,,,0.0,304,,0.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
305,clcf9gpk,,0,0,51,,,,0,,,0.0,305,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
306,efliis34,,0,0,51,,,,0,,,0.0,306,,0.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
307,su93umc6,,0,0,51,,,,0,,,0.0,307,,0.0,11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
308,znft5ae8,,0,0,51,,,,0,,,0.0,308,,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
309,pw3yfq50,,0,0,51,,,,0,,,0.0,309,,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4ovtf4e6,,,,,0
